"county.name","median.hhinc"
"Somerset, PA",48860
"Sullivan, PA",46018
"Susquehanna, PA",52935
"Tioga, PA",49046
"Union, PA",59585
"Venango, PA",49438
"Warren, PA",50806
"Washington, PA",61984
"Wayne, PA",55407
"Westmoreland, PA",59730
"Wyoming, PA",54769
"York, PA",67249
"Bristol, RI",91644
"Kent, RI",75629
"Newport, RI",84396
"Providence, RI",63988
"Washington, RI",89929
"Abbeville, SC",41909
"Aiken, SC",59245
"Allendale, SC",36630
"Anderson, SC",55216
"Bamberg, SC",39628
"Barnwell, SC",46627
"Beaufort, SC",78506
"Berkeley, SC",59396
"Calhoun, SC",49168
"Charleston, SC",69249
"Cherokee, SC",44448
"Chester, SC",43671
"Chesterfield, SC",44020
"Clarendon, SC",42355
"Colleton, SC",44845
"Darlington, SC",50016
"Dillon, SC",37303
"Dorchester, SC",64014
"Edgefield, SC",54917
"Fairfield, SC",44462
"Florence, SC",55539
"Georgetown, SC",61529
"Greenville, SC",63622
"Greenwood, SC",54757
"Hampton, SC",41608
"Horry, SC",57291
"Jasper, SC",47580
"Kershaw, SC",56459
"Lancaster, SC",49189
"Laurens, SC",47461
"Lee, SC",37055
"Lexington, SC",64463
"McCormick, SC",48254
"Marion, SC",41227
"Marlboro, SC",34737
"Newberry, SC",52279
"Oconee, SC",55253
"Orangeburg, SC",44742
"Pickens, SC",53381
"Richland, SC",64920
"Saluda, SC",51517
"Spartanburg, SC",56123
"Sumter, SC",49001
"Union, SC",42689
"Williamsburg, SC",38142
"York, SC",66399
"Aurora, SD",52178
"Beadle, SD",53800
"Bennett, SD",45888
"Bon Homme, SD",47846
"Brookings, SD",51124
"Brown, SD",54229
"Brule, SD",48831
"Buffalo, SD",35769
"Butte, SD",44689
"Campbell, SD",49308
"Charles Mix, SD",46185
"Clark, SD",51850
"Clay, SD",45375
"Codington, SD",56938
"Corson, SD",41144
"Custer, SD",53764
"Davison, SD",57138
"Day, SD",44886
"Deuel, SD",53723
"Dewey, SD",49427
"Douglas, SD",49534
"Edmunds, SD",58944
"Fall River, SD",48195
"Faulk, SD",49689
"Grant, SD",49999
"Gregory, SD",47815
"Haakon, SD",67456
"Hamlin, SD",54895
"Hand, SD",56290
"Hanson, SD",58581
"Harding, SD",54420
"Hughes, SD",64574
"Hutchinson, SD",53140
"Hyde, SD",46974
"Jackson, SD",42188
"Jerauld, SD",52241
"Jones, SD",57139
"Kingsbury, SD",53950
"Lake, SD",55865
"Lawrence, SD",50648
"Lincoln, SD",82855
"Lyman, SD",42963
"McCook, SD",66165
"McPherson, SD",40858
"Marshall, SD",49870
"Meade, SD",51248
"Mellette, SD",49425
"Miner, SD",49807
"Minnehaha, SD",63106
"Moody, SD",59799
"Pennington, SD",61647
"Perkins, SD",58230
"Potter, SD",49143
"Roberts, SD",49215
"Sanborn, SD",49642
"Shannon, SD",34873
"Spink, SD",59837
"Stanley, SD",67825
"Sully, SD",58520
"Todd, SD",38196
"Tripp, SD",49214
"Turner, SD",55884
"Union, SD",81932
"Walworth, SD",51027
"Yankton, SD",57465
"Ziebach, SD",37411
"Anderson, TN",54535
"Bedford, TN",48824
"Benton, TN",43478
"Bledsoe, TN",40579
"Blount, TN",59537
"Bradley, TN",54360
"Campbell, TN",39599
"Cannon, TN",43563
"Carroll, TN",46781
"Carter, TN",41317
"Cheatham, TN",62301
"Chester, TN",45770
"Claiborne, TN",40936
"Clay, TN",38491
"Cocke, TN",40938
"Coffee, TN",50177
"Crockett, TN",50610
"Cumberland, TN",48257
"Davidson, TN",65318
"Decatur, TN",40330
"DeKalb, TN",45631
"Dickson, TN",55577
"Dyer, TN",46729
"Fayette, TN",71999
"Fentress, TN",41126
"Franklin, TN",51978
"Gibson, TN",47017
"Giles, TN",49198
"Grainger, TN",41885
"Greene, TN",44273
"Grundy, TN",36095
"Hamblen, TN",51298
"Hamilton, TN",63880
"Hancock, TN",30484
"Hardeman, TN",45869
"Hardin, TN",42348
"Hawkins, TN",43434
"Haywood, TN",40356
"Henderson, TN",49709
"Henry, TN",46961
"Hickman, TN",46036
"Houston, TN",41259
"Humphreys, TN",50759
"Jackson, TN",42163
"Jefferson, TN",49022
"Johnson, TN",37905
"Knox, TN",63347
"Lake, TN",34107
"Lauderdale, TN",42642
"Lawrence, TN",45575
"Lewis, TN",43179
"Lincoln, TN",55140
"Loudon, TN",64504
"McMinn, TN",47625
"McNairy, TN",45781
"Macon, TN",43912
"Madison, TN",55366
"Marion, TN",49379
"Marshall, TN",50805
"Maury, TN",55911
"Meigs, TN",45793
"Monroe, TN",45185
"Montgomery, TN",58006
"Moore, TN",66958
"Morgan, TN",42500
"Obion, TN",47520
"Overton, TN",44239
"Perry, TN",41059
"Pickett, TN",38356
"Polk, TN",43469
"Putnam, TN",47632
"Rhea, TN",42880
"Roane, TN",53896
"Robertson, TN",59644
"Rutherford, TN",64236
"Scott, TN",35709
"Sequatchie, TN",46648
"Sevier, TN",53541
"Shelby, TN",64860
"Smith, TN",58273
"Stewart, TN",47485
"Sullivan, TN",53104
"Sumner, TN",67557
"Tipton, TN",59600
"Trousdale, TN",53383
"Unicoi, TN",46744
"Union, TN",39821
"Van Buren, TN",37914
"Warren, TN",45893
"Washington, TN",56062
"Wayne, TN",38933
"Weakley, TN",46116
"White, TN",42208
"Williamson, TN",116208
"Wilson, TN",73419
"Anderson, TX",52731
"Andrews, TX",68076
"Angelina, TX",53438
"Aransas, TX",60315
"Archer, TX",63005
"Armstrong, TX",59953
"Atascosa, TX",52763
"Austin, TX",68899
"Bailey, TX",48473
"Bandera, TX",57397
"Bastrop, TX",63196
"Baylor, TX",54641
"Bee, TX",47374
"Bell, TX",59338
"Bexar, TX",62426
"Blanco, TX",68435
"Borden, TX",87780
"Bosque, TX",53540
"Bowie, TX",55295
"Brazoria, TX",77875
"Brazos, TX",53184
"Brewster, TX",47786
"Briscoe, TX",41111
"Brooks, TX",36493
"Brown, TX",52145
"Burleson, TX",50982
"Burnet, TX",61109
"Caldwell, TX",52901
"Calhoun, TX",54721
"Callahan, TX",56330
"Cameron, TX",43952
"Camp, TX",48539
"Carson, TX",59297
"Cass, TX",48537
"Castro, TX",44200
"Chambers, TX",71310
"Cherokee, TX",47548
"Childress, TX",48015
"Clay, TX",60684
"Cochran, TX",47669
"Coke, TX",41167
"Coleman, TX",39622
"Collin, TX",102695
"Collingsworth, TX",48815
"Colorado, TX",55917
"Comal, TX",81897
"Comanche, TX",44662
"Concho, TX",54809
"Cooke, TX",62085
"Coryell, TX",55292
"Cottle, TX",42469
"Crane, TX",53615
"Crockett, TX",60557
"Crosby, TX",46002
"Culberson, TX",56937
"Dallam, TX",50260
"Dallas, TX",69772
"Dawson, TX",48593
"Deaf Smith, TX",48963
"Delta, TX",51634
"Denton, TX",87450
"DeWitt, TX",52210
"Dickens, TX",43978
"Dimmit, TX",34916
"Donley, TX",47798
"Duval, TX",39578
"Eastland, TX",45594
"Ector, TX",59996
"Edwards, TX",65171
"Ellis, TX",71494
"El Paso, TX",48984
"Erath, TX",52161
"Falls, TX",42103
"Fannin, TX",51317
"Fayette, TX",59143
"Fisher, TX",48261
"Floyd, TX",43463
"Foard, TX",39456
"Fort Bend, TX",101386
"Franklin, TX",61860
"Freestone, TX",62370
"Frio, TX",46321
"Gaines, TX",63381
"Galveston, TX",71540
"Garza, TX",46523
"Gillespie, TX",65637
"Glasscock, TX",65318
"Goliad, TX",64548
"Gonzales, TX",48768
"Gray, TX",53586
"Grayson, TX",57991
"Gregg, TX",59577
"Grimes, TX",52074
"Guadalupe, TX",69062
"Hale, TX",48244
"Hall, TX",46825
"Hamilton, TX",53947
"Hansford, TX",54195
"Hardeman, TX",45792
"Hardin, TX",63108
"Harris, TX",73688
"Harrison, TX",55411
"Hartley, TX",73749
"Haskell, TX",45612
"Hays, TX",68960
"Hemphill, TX",69732
"Henderson, TX",52800
"Hidalgo, TX",44182
"Hill, TX",51407
"Hockley, TX",53900
"Hood, TX",72120
"Hopkins, TX",53812
"Houston, TX",46134
"Howard, TX",51779
"Hudspeth, TX",37571
"Hunt, TX",55943
"Hutchinson, TX",52776
"Irion, TX",68372
"Jack, TX",59407
"Jackson, TX",63693
"Jasper, TX",47697
"Jeff Davis, TX",50016
"Jefferson, TX",56239
"Jim Hogg, TX",40532
"Jim Wells, TX",46097
"Johnson, TX",66763
"Jones, TX",48466
"Karnes, TX",50761
"Kaufman, TX",66950
"Kendall, TX",102984
"Kenedy, TX",30330
"Kent, TX",53406
"Kerr, TX",61036
"Kimble, TX",62505
"King, TX",76428
"Kinney, TX",40161
"Kleberg, TX",48726
"Knox, TX",46905
"Lamar, TX",51719
"Lamb, TX",48195
"Lampasas, TX",56734
"La Salle, TX",47180
"Lavaca, TX",56327
"Lee, TX",58771
"Leon, TX",52560
"Liberty, TX",54420
"Limestone, TX",48494
"Lipscomb, TX",62099
"Live Oak, TX",51214
"Llano, TX",59419
"Loving, TX",80183
"Lubbock, TX",56370
"Lynn, TX",54643
"McCulloch, TX",52633
"McLennan, TX",53995
"McMullen, TX",57284
"Madison, TX",48227
"Marion, TX",42591
"Martin, TX",54684
"Mason, TX",61422
"Matagorda, TX",56595
"Maverick, TX",42862
"Medina, TX",58346
"Menard, TX",51149
"Midland, TX",77289
"Milam, TX",52981
"Mills, TX",49193
"Mitchell, TX",49691
"Montague, TX",52213
"Montgomery, TX",88413
"Moore, TX",55012
"Morris, TX",47584
"Motley, TX",42755
"Nacogdoches, TX",47229
"Navarro, TX",53261
"Newton, TX",43625
"Nolan, TX",49042
"Nueces, TX",58834
"Ochiltree, TX",58281
"Oldham, TX",55888
"Orange, TX",57652
"Palo Pinto, TX",53320
"Panola, TX",55379
"Parker, TX",75996
"Parmer, TX",48829
"Pecos, TX",49107
"Polk, TX",42031
"Potter, TX",48734
"Presidio, TX",41006
"Rains, TX",51842
"Randall, TX",70637
"Reagan, TX",62177
"Real, TX",42130
"Red River, TX",46902
"Reeves, TX",41910
"Refugio, TX",49403
"Roberts, TX",79316
"Robertson, TX",54315
"Rockwall, TX",98562
"Runnels, TX",51242
"Rusk, TX",60746
"Sabine, TX",42184
"San Augustine, TX",37284
"San Jacinto, TX",52032
"San Patricio, TX",56646
"San Saba, TX",49655
"Schleicher, TX",60376
"Scurry, TX",55936
"Shackelford, TX",52282
"Shelby, TX",48722
"Sherman, TX",54332
"Smith, TX",64940
"Somervell, TX",65394
"Starr, TX",34640
"Stephens, TX",49140
"Sterling, TX",52129
"Stonewall, TX",54412
"Sutton, TX",67397
"Swisher, TX",45798
"Tarrant, TX",73096
"Taylor, TX",54115
"Terrell, TX",49873
"Terry, TX",54105
"Throckmorton, TX",44151
"Titus, TX",51863
"Tom Green, TX",53890
"Travis, TX",78099
"Trinity, TX",46117
"Tyler, TX",46426
"Upshur, TX",54184
"Upton, TX",49187
"Uvalde, TX",49015
"Val Verde, TX",44805
"Van Zandt, TX",53743
"Victoria, TX",61570
"Walker, TX",46148
"Waller, TX",58511
"Ward, TX",50266
"Washington, TX",64893
"Webb, TX",48745
"Wharton, TX",55702
"Wheeler, TX",62804
"Wichita, TX",58211
"Wilbarger, TX",48436
"Willacy, TX",34007
"Williamson, TX",80236
"Wilson, TX",69352
"Winkler, TX",47185
"Wise, TX",67123
"Wood, TX",53787
"Yoakum, TX",56719
"Young, TX",59423
"Zapata, TX",36533
"Zavala, TX",32272
"Beaver, UT",47922
"Box Elder, UT",61992
"Cache, UT",60615
"Carbon, UT",50159
"Daggett, UT",55407
"Davis, UT",79566
"Duchesne, UT",59459
"Emery, UT",53365
"Garfield, UT",55056
"Grand, UT",46851
"Iron, UT",49306
"Juab, UT",56395
"Kane, UT",59705
"Millard, UT",55744
"Morgan, UT",82367
"Piute, UT",46636
"Rich, UT",56089
"Salt Lake, UT",72404
"San Juan, UT",44984
"Sanpete, UT",50218
"Sevier, UT",55246
"Summit, UT",106061
"Tooele, UT",67160
"Uintah, UT",70800
"Utah, UT",70917
"Wasatch, UT",78334
"Washington, UT",61860
"Wayne, UT",52467
"Weber, UT",63563
"Addison, VT",67122
"Bennington, VT",62974
"Caledonia, VT",53444
"Chittenden, VT",75995
"Essex, VT",46024
"Franklin, VT",62044
"Grand Isle, VT",72021
"Lamoille, VT",62233
"Orange, VT",61388
"Orleans, VT",49803
"Rutland, VT",59032
"Washington, VT",66151
"Windham, VT",61518
"Windsor, VT",67146
"Accomack, VA",53054
"Albemarle, VA",89123
"Alleghany, VA",51196
"Amelia, VA",56667
"Amherst, VA",54198
"Appomattox, VA",52430
"Arlington, VA",120145
"Augusta, VA",58817
"Bath, VA",50608
"Bedford, VA",67709
"Bland, VA",50868
"Botetourt, VA",72228
"Brunswick, VA",43269
"Buchanan, VA",36231
"Buckingham, VA",45699
"Campbell, VA",53150
"Caroline, VA",64799
"Carroll, VA",41061
"Charles City, VA",61587
"Charlotte, VA",44411
"Chesterfield, VA",86109
"Clarke, VA",82832
"Craig, VA",54151
"Culpeper, VA",73320
"Cumberland, VA",46960
"Dickenson, VA",37722
"Dinwiddie, VA",62321
"Essex, VA",57118
"Fairfax, VA",130495
"Fauquier, VA",107463
"Floyd, VA",47697
"Fluvanna, VA",71221
"Franklin, VA",56205
"Frederick, VA",74397
"Giles, VA",49080
"Gloucester, VA",70491
"Goochland, VA",111612
"Grayson, VA",42359
"Greene, VA",64876
"Greensville, VA",47771
"Halifax, VA",47331
"Hanover, VA",91727
"Henrico, VA",79240
"Henry, VA",43902
"Highland, VA",53618
"Isle of Wight, VA",73591
"James City, VA",91721
"King and Queen, VA",56558
"King George, VA",85477
"King William, VA",70073
"Lancaster, VA",60231
"Lee, VA",38665
"Loudoun, VA",131054
"Louisa, VA",64663
"Lunenburg, VA",43663
"Madison, VA",63799
"Mathews, VA",58964
"Mecklenburg, VA",46447
"Middlesex, VA",65817
"Montgomery, VA",56338
"Nelson, VA",60091
"New Kent, VA",83177
"Northampton, VA",52853
"Northumberland, VA",64059
"Nottoway, VA",51183
"Orange, VA",69774
"Page, VA",55206
"Patrick, VA",43812
"Pittsylvania, VA",49178
"Powhatan, VA",86838
"Prince Edward, VA",48891
"Prince George, VA",75714
"Prince William, VA",104589
"Pulaski, VA",47504
"Rappahannock, VA",79665
"Richmond, VA",52878
"Roanoke, VA",72879
"Rockbridge, VA",53951
"Rockingham, VA",63062
"Russell, VA",40172
"Scott, VA",41774
"Shenandoah, VA",59006
"Smyth, VA",47838
"Southampton, VA",55217
"Spotsylvania, VA",88412
"Stafford, VA",102379
"Surry, VA",59966
"Sussex, VA",43562
"Tazewell, VA",46461
"Warren, VA",74747
"Washington, VA",53255
"Westmoreland, VA",60568
"Wise, VA",43508
"Wythe, VA",48293
"York, VA",93868
"Alexandria, VA",108442
"Bedford, VA",43639
"Bristol, VA",42191
"Buena Vista, VA",46771
"Charlottesville, VA",55270
"Chesapeake, VA",79133
"Clifton Forge, VA",0
"Colonial Heights, VA",59939
"Covington, VA",44246
"Danville, VA",41567
"Emporia, VA",44914
"Fairfax, VA",112586
"Falls Church, VA",134480
"Franklin, VA",48955
"Fredericksburg, VA",66049
"Galax, VA",35386
"Hampton, VA",57869
"Harrisonburg, VA",47995
"Hopewell, VA",46357
"Lexington, VA",54425
"Lynchburg, VA",54643
"Manassas, VA",88619
"Manassas Park, VA",84181
"Martinsville, VA",41503
"Newport News, VA",59061
"Norfolk, VA",57483
"Norton, VA",44364
"Petersburg, VA",45682
"Poquoson, VA",94576
"Portsmouth, VA",54920
"Radford, VA",42680
"Richmond, VA",58901
"Roanoke, VA",48981
"Salem, VA",64599
"South Boston, VA",0
"Staunton, VA",51420
"Suffolk, VA",75842
"Virginia Beach, VA",79176
"Waynesboro, VA",53098
"Williamsburg, VA",62934
"Winchester, VA",62837
"Adams, WA",51931
"Asotin, WA",53595
"Benton, WA",69791
"Chelan, WA",60482
"Clallam, WA",55337
"Clark, WA",72168
"Columbia, WA",55800
"Cowlitz, WA",57163
"Douglas, WA",60731
"Ferry, WA",44321
"Franklin, WA",59687
"Garfield, WA",48238
"Grant, WA",54010
"Grays Harbor, WA",53113
"Island, WA",67520
"Jefferson, WA",58525
"King, WA",89606
"Kitsap, WA",74743
"Kittitas, WA",55283
"Klickitat, WA",49085
"Lewis, WA",54494
"Lincoln, WA",55298
"Mason, WA",57702
"Okanogan, WA",49062
"Pacific, WA",49413
"Pend Oreille, WA",51574
"Pierce, WA",70335
"San Juan, WA",74027
"Skagit, WA",66447
"Skamania, WA",56537
"Snohomish, WA",78249
"Spokane, WA",60500
"Stevens, WA",53042
"Thurston, WA",72253
"Wahkiakum, WA",52250
"Walla Walla, WA",57106
"Whatcom, WA",61491
"Whitman, WA",47448
"Yakima, WA",54021
"Barbour, WV",40854
"Berkeley, WV",63117
"Boone, WV",48341
"Braxton, WV",41057
"Brooke, WV",52706
"Cabell, WV",49827
"Calhoun, WV",39876
"Clay, WV",40739
"Doddridge, WV",37469
"Fayette, WV",42700
"Gilmer, WV",34319
"Grant, WV",42875
"Greenbrier, WV",42849
"Hampshire, WV",43267
"Hancock, WV",53254
"Hardy, WV",43556
"Harrison, WV",49877
"Jackson, WV",51560
"Jefferson, WV",78608
"Kanawha, WV",56141
"Lewis, WV",42046
"Lincoln, WV",39947
"Logan, WV",43335
"McDowell, WV",29286
"Marion, WV",47108
"Marshall, WV",44366
"Mason, WV",45980
"Mercer, WV",41505
"Mineral, WV",52588
"Mingo, WV",41272
"Monongalia, WV",54847
"Monroe, WV",46411
"Morgan, WV",46942
"Nicholas, WV",48117
"Ohio, WV",52251
"Pendleton, WV",43793
"Pleasants, WV",47554
"Pocahontas, WV",42955
"Preston, WV",45944
"Putnam, WV",63570
"Raleigh, WV",48589
"Randolph, WV",42995
"Ritchie, WV",46811
"Roane, WV",35865
"Summers, WV",36802
"Taylor, WV",47084
"Tucker, WV",43608
"Tyler, WV",45216
"Upshur, WV",45856
"Wayne, WV",45284
"Webster, WV",36567
"Wetzel, WV",46504
"Wirt, WV",41478
"Wood, WV",51398
"Wyoming, WV",40447
"Adams, WI",49300
"Ashland, WI",45643
"Barron, WI",52863
"Bayfield, WI",53896
"Brown, WI",66491
"Buffalo, WI",54335
"Burnett, WI",51026
"Calumet, WI",69240
"Chippewa, WI",58787
"Clark, WI",51769
"Columbia, WI",64851
"Crawford, WI",51153
"Dane, WI",76681
"Dodge, WI",60998
"Door, WI",59254
"Douglas, WI",54457
"Dunn, WI",56832
"Eau Claire, WI",59719
"Florence, WI",44974
"Fond du Lac, WI",61751
"Forest, WI",46256
"Grant, WI",52710
"Green, WI",64692
"Green Lake, WI",59362
"Iowa, WI",61351
"Iron, WI",43402
"Jackson, WI",54614
"Jefferson, WI",64763
"Juneau, WI",55230
"Kenosha, WI",67162
"Kewaunee, WI",60559
"La Crosse, WI",60882
"Lafayette, WI",55944
"Langlade, WI",51016
"Lincoln, WI",54462
"Manitowoc, WI",59266
"Marathon, WI",64585
"Marinette, WI",50868
"Marquette, WI",51392
"Menominee, WI",40955
"Milwaukee, WI",57621
"Monroe, WI",57129
"Oconto, WI",57532
"Oneida, WI",59463
"Outagamie, WI",67095
"Ozaukee, WI",98867
"Pepin, WI",58766
"Pierce, WI",68814
"Polk, WI",59676
"Portage, WI",61330
"Price, WI",50193
"Racine, WI",66705
"Richland, WI",51577
"Rock, WI",59970
"Rusk, WI",47925
"St. Croix, WI",79765
"Sauk, WI",60406
"Sawyer, WI",50545
"Shawano, WI",54562
"Sheboygan, WI",62957
"Taylor, WI",53026
"Trempealeau, WI",55925
"Vernon, WI",51678
"Vilas, WI",58556
"Walworth, WI",67642
"Washburn, WI",51052
"Washington, WI",76803
"Waukesha, WI",92497
"Waupaca, WI",54793
"Waushara, WI",51124
"Winnebago, WI",63840
"Wood, WI",57914
"Albany, WY",57357
"Big Horn, WY",57992
"Campbell, WY",83610
"Carbon, WY",62956
"Converse, WY",65070
"Crook, WY",55969
"Fremont, WY",59453
"Goshen, WY",49892
"Hot Springs, WY",54146
"Johnson, WY",57963
"Laramie, WY",65152
"Lincoln, WY",63196
"Natrona, WY",67153
"Niobrara, WY",56475
"Park, WY",57513
"Platte, WY",52091
"Sheridan, WY",58124
"Sublette, WY",82692
"Sweetwater, WY",77367
"Teton, WY",93004
"Uinta, WY",67885
"Washakie, WY",73026
"Weston, WY",64083
